3.980046,2.801910,8.163917,-8.451682,1
-9.430956,-7.229901,1.762428,0.878542,3
-9.620955,-6.287741,1.927647,1.726006,3
-7.475392,-7.099616,2.472060,-0.002599,3
-9.601521,-5.933017,1.827623,0.926767,3
6.495758,3.033734,8.477820,-8.803243,1
4.837380,-9.602646,-4.863152,-3.942908,0
3.803771,4.025163,7.723213,-9.093173,1
-11.169122,-5.941079,2.449920,-0.951167,3
-9.710883,-4.531843,3.029941,-0.133255,3
-0.565871,-9.110071,-5.627847,0.250902,2
5.670748,3.056076,7.537491,-7.844595,1
4.374478,3.348471,6.935819,-7.998714,1
-7.500350,-6.832749,4.105588,-0.908322,3
-1.272240,-9.804786,-5.454420,-0.086733,2
5.256519,4.434873,5.566177,-7.981737,1
-1.300912,-7.579789,-5.537062,-0.211151,2
-2.791305,-9.442556,-3.182255,-1.926288,2
4.096498,-8.551347,-3.653525,-4.961046,0
3.188968,3.777108,7.729261,-7.812910,1
-2.327958,-8.373842,-6.170685,-0.346940,2
3.441000,-9.312822,-4.074097,-4.562567,0
3.222700,-9.461140,-4.638375,-5.044614,0
-8.362048,-6.889495,1.681484,0.619448,3
-2.793507,-10.119950,-4.962791,-0.653986,2
5.274582,3.886524,8.019719,-8.578322,1
6.804271,2.366980,7.405672,-6.595192,1
-1.585073,-8.282562,-4.313364,-0.449911,2
3.198627,-9.721429,-4.946037,-6.154518,0
-1.690537,-9.973245,-4.201152,0.123034,2
3.828111,-9.955031,-6.110454,-3.850025,0
2.440797,-11.017802,-4.500975,-6.284133,0
-1.751603,-10.615170,-5.433533,0.945797,2
1.011055,-7.839773,-6.792380,-1.922187,2
-1.323220,-8.833953,-6.596727,0.022545,2
-2.818029,-7.942645,-7.559301,-0.792429,2
4.128327,-10.299202,-5.126456,-5.184744,0
-8.723551,-6.553385,3.009654,0.299341,3
2.787569,-10.385639,-4.336182,-6.556308,0
3.107345,-7.785696,-4.417012,-5.763477,0
2.186777,-9.483959,-4.841658,-4.760692,0
2.059383,-11.247787,-3.984992,-4.213937,0
4.239348,2.550379,6.549763,-8.498514,1
-11.109773,-5.340628,4.163640,2.220934,3
-10.388356,-4.776172,2.531651,1.236579,3
3.018526,-10.140643,-5.274485,-6.097407,0
4.702025,3.559155,7.290832,-6.547372,1
-3.752119,-8.373199,-6.640003,0.809105,2
3.415064,3.993070,8.252920,-8.372551,1
3.858362,1.685796,6.070417,-8.889003,1
2.706765,-11.648659,-4.110616,-4.783174,0
5.259374,5.776538,7.455680,-7.540275,1
5.587683,3.296256,8.485941,-9.102855,1
