1.562008,9.712400,-2.559237,0.811987,5.155969,0.445526,6.435913,0.514365,2.694597,-7.101130,-5.424105,-6.299433,-8.370614,-6.502188,-6.924591,-4.429552,2.358944,-1.511950,-4.584550,-5.449498,-4.200920,7.058836,2.043493,0.950183,-8.483056,4.729808,-6.236038,-2.006646,9.835296,2.824810,1.574412,3.564874,1
3.092001,-9.576605,-5.599543,-3.239542,3.291827,3.533217,8.213474,-7.296448,-3.126892,-7.689417,-4.983713,-0.902175,-10.424712,-7.989465,2.981051,1.564181,-5.648669,-1.594564,5.830881,-8.022266,6.077399,3.956482,-3.765592,-6.674500,9.447359,-4.511779,-8.217439,-9.599615,7.983393,0.463144,5.705750,1.734468,0
5.136349,5.485157,-5.778406,-8.030687,-4.006458,-5.898078,-6.678814,8.651697,7.947964,-2.598980,2.688183,-0.711814,6.041785,-1.227088,-3.307012,-6.112621,0.545542,-4.921456,2.881996,8.098437,-0.051429,-4.221049,11.504400,-0.083826,-8.698756,-9.542533,-6.682532,0.757061,5.761841,-1.245890,-8.132510,-2.829507,2
3.862316,-9.291251,-4.056655,-5.901928,3.859906,2.724831,7.564910,-7.451018,-2.432567,-10.204352,-4.662043,-0.138413,-10.020775,-5.389615,4.115090,1.460263,-7.897228,2.325919,5.578407,-10.312531,4.545179,5.337760,-3.830041,-5.680895,9.976923,-2.648790,-6.663337,-8.480135,3.995649,0.528961,6.780142,4.459101,0
2.185375,-10.331697,-6.627883,-5.058383,5.576188,1.855737,8.727605,-8.671579,-1.591095,-9.145921,-5.673850,-0.970260,-7.087258,-5.868095,2.736523,-0.084228,-6.339927,2.453020,7.038775,-10.581357,5.717386,3.982568,-3.087748,-7.134609,8.998253,-2.461943,-7.541963,-8.175535,7.259740,3.381659,5.274965,5.592448,0
1.112967,9.689815,-1.882141,2.180640,7.112933,1.866484,6.766649,1.090225,5.031854,-9.180214,-4.857926,-3.229785,-10.299035,-4.986110,-7.789208,-4.331343,3.549854,-2.107463,-3.461177,-5.452614,-5.751435,8.938764,2.955461,2.717094,-6.281673,5.635359,-5.440044,-1.659076,9.029345,4.947040,1.672604,3.922805,1
7.160749,6.934547,-6.047019,-9.662013,-2.892785,-4.017123,-6.928152,8.992746,9.326640,-3.824340,3.038740,-2.693921,7.118761,-0.773086,-3.634386,-5.807948,2.214926,-5.429128,1.614176,7.736500,-1.630363,-5.815072,8.532146,-0.787785,-7.911333,-8.311127,-7.580626,2.921655,4.454798,-3.770502,-9.972061,-0.411279,2
2.885691,-8.909315,-4.105965,-4.827103,5.524611,2.594890,6.895346,-8.232407,-2.452498,-10.690630,-5.385346,-1.047645,-9.926406,-6.438032,2.768018,0.767689,-6.213054,1.150198,7.065606,-12.018133,6.115758,3.903735,-3.336470,-7.674237,9.675794,-3.122588,-7.956506,-8.710780,7.397588,2.215229,5.741588,4.908233,0
6.268965,4.267550,-5.497844,-8.754808,-4.352342,-4.865689,-4.481820,8.143366,9.248379,-4.220561,2.974342,-0.719742,10.563986,-1.848244,-3.782871,-3.832903,2.993563,-3.986518,4.058945,9.029751,-0.753464,-6.093744,10.516380,-1.686180,-8.028936,-8.620889,-7.183904,2.470410,5.763335,-2.366249,-7.465785,-2.357560,2
7.768172,5.741747,-6.433779,-7.676880,-3.021920,-5.343180,-5.212403,9.432915,6.184122,-2.949880,3.622712,-1.092636,6.877341,-0.963168,-4.649883,-4.428694,0.958470,-6.050010,0.664681,10.045754,-1.889321,-5.396929,9.184869,-0.787158,-8.000409,-9.203654,-7.916520,2.580897,7.589059,-3.334374,-8.937776,-1.526135,2
