2.049953,-2.651579,-4.099468,-6.636589,-5.309086,8.817951,1.700430,1.913596,-6.116561,6.124009,-5.861119,-2.613085,8.080535,1.516692,1.570533,2.849397,3
-6.052893,0.788721,5.970110,-9.383645,6.107318,5.019652,-2.640261,-7.007936,8.351315,-4.000956,-8.793753,-8.004131,8.030511,2.148885,6.946294,3.962558,1
3.326647,-7.948157,-4.519334,-6.653165,3.111123,4.008591,8.217287,-7.897254,-1.761570,-8.618689,-6.257780,-0.020219,-7.140019,-6.867335,3.662538,-0.104678,0
-3.934018,1.395894,6.879431,-11.440150,5.710797,3.215659,-2.732434,-7.219290,10.902557,-3.209565,-7.864737,-6.539801,6.481440,1.931441,6.296170,6.007147,1
1.864239,-2.109691,-2.909034,-4.160892,-5.419482,9.234435,1.971696,3.168469,-6.705314,4.944029,-7.838233,-2.992216,11.173440,1.418451,1.669867,4.155666,3
-5.523700,0.180400,5.137173,-8.561786,4.628396,2.886122,-1.163020,-6.908553,9.039210,-3.734429,-7.780975,-6.512831,7.670502,1.511500,6.439700,4.559018,1
-6.929945,1.349143,5.580250,-10.667980,5.235905,5.648441,-2.398573,-6.714837,7.956326,-3.787650,-7.893220,-8.292663,6.841292,1.553918,6.487757,4.741133,1
-1.649944,9.755840,-0.624146,2.109568,8.075554,3.813547,8.141526,2.916373,4.645701,-6.829338,-5.032042,-4.817617,-9.556042,-5.545521,-7.794286,-4.362853,2
3.208943,-2.300391,-4.088097,-6.384648,-5.771493,9.696169,2.175381,1.441330,-6.169757,3.794413,-7.149164,-1.410794,9.854377,1.182486,2.274950,3.669870,3
2.766060,-1.544041,-2.365380,-7.547824,-4.182709,9.356188,2.306994,2.346098,-8.524836,4.571120,-6.202610,-1.876569,10.630123,3.235204,0.355747,3.180034,3
-6.568055,1.155790,5.692660,-10.148394,6.380794,4.343781,-3.441224,-8.124209,10.192713,-2.981460,-6.728802,-9.617169,5.220466,1.996251,5.340927,6.205428,1
2.641650,-7.729276,-4.066073,-3.874878,3.886627,3.276000,7.090126,-7.723296,-0.789831,-11.173089,-5.067532,-0.599256,-10.690642,-7.119304,3.368293,0.283133,0
-6.311048,1.546837,4.909318,-10.482951,4.582177,4.489142,-3.431293,-7.150830,10.274636,-2.277968,-7.739976,-8.691082,7.875342,5.205122,4.907767,5.190858,1
-5.012297,1.626302,5.819282,-12.283611,6.300568,3.647166,-3.997576,-7.439844,7.489801,-2.138157,-10.157222,-7.527290,6.230274,3.983508,6.876474,4.167294,1
1.962526,-9.313330,-5.152859,-5.153361,4.435197,1.351464,7.185516,-7.951695,-1.296636,-6.673609,-3.346293,-0.249482,-9.960927,-5.326595,3.439679,0.407194,0
2.882880,-9.122998,-2.619327,-5.566711,3.626515,2.649490,7.360346,-9.371639,-0.954852,-9.371306,-5.297484,1.477823,-9.754347,-5.459428,2.033946,1.205516,0
3.740073,-8.933832,-5.016401,-5.887692,4.626260,3.551275,5.830192,-10.192158,-2.393716,-9.215502,-6.955176,0.462254,-8.898366,-6.719437,3.641520,1.252080,0
1.368152,-3.153862,-2.429326,-6.526695,-4.309479,8.074632,2.636410,0.819727,-6.383613,3.035568,-5.300527,-0.660284,9.031202,1.732713,2.826709,2.868674,3
3.067801,-7.647162,-3.483702,-3.893728,3.721347,2.063774,7.798993,-7.202855,-1.961666,-8.132294,-5.389400,0.244386,-9.773417,-7.511829,3.180821,2.400887,0
1.168073,10.539030,-4.509322,1.434501,6.731679,4.078629,7.391625,0.204907,5.204277,-10.751495,-4.479295,-3.900473,-8.614523,-4.786019,-8.248574,-5.070226,2
2.153542,-10.141869,-5.083333,-6.794085,3.042178,4.166019,6.932999,-7.783654,-1.852428,-10.161794,-6.497520,-0.631137,-9.186743,-6.328025,2.272290,1.313465,0
-6.440168,1.949718,4.344536,-10.579853,6.934113,5.186142,-5.120186,-5.857947,10.058401,-2.711132,-9.193553,-10.739947,6.531693,3.993591,6.214218,4.348475,1
1.149407,9.127152,-1.874671,1.361954,4.445962,2.085626,7.272147,1.596479,3.867459,-9.414485,-4.195057,-5.065486,-7.047420,-6.618192,-8.426438,-4.330263,2
1.490928,9.017090,-2.161095,1.065318,6.817514,2.993178,4.718107,0.585494,3.967367,-9.059057,-5.311301,-4.474130,-9.737151,-5.256127,-6.409183,-3.887576,2
0.041857,9.679924,-0.928679,-0.352183,6.482345,3.587430,6.578038,0.238679,3.570646,-9.294863,-4.589930,-3.948667,-9.599800,-4.688128,-10.294932,-4.104053,2
3.724974,-1.087501,-2.486881,-5.121529,-4.533782,7.871163,0.262362,0.780794,-7.519414,4.299692,-7.938848,-1.408345,8.502794,1.460888,2.488328,3.576002,3
-6.302959,2.723121,6.236652,-11.016324,4.432711,2.463101,-3.557154,-7.401755,9.092062,-3.228846,-6.586462,-7.675942,6.053871,3.429015,6.528421,4.731330,1
3.300986,-9.237271,-3.430695,-6.631183,4.531122,3.052227,8.469124,-8.849959,-2.061828,-8.053921,-5.607628,0.029639,-11.455403,-5.587231,3.509441,2.945667,0
1.127007,10.584494,-2.877149,1.783836,4.934436,3.294609,7.492068,1.257910,4.604036,-8.743750,-6.574326,-5.110252,-8.427054,-5.441332,-7.983936,-4.826510,2
1.548695,-4.479620,-3.067864,-6.303466,-5.807711,9.114279,1.807113,1.582767,-5.796553,5.744378,-7.974370,-3.085565,11.593884,2.042546,2.006764,3.523145,3
3.178432,-4.323680,-2.522362,-5.349390,-3.300733,8.712632,2.189643,1.629433,-5.569284,3.500516,-5.399830,-4.609160,8.533982,3.473641,1.675898,3.084577,3
