3.286914,-9.466011,0
-4.498884,-4.284670,1
8.788873,-10.921509,3
3.124664,-10.907446,0
1.173623,-9.506222,0
-4.485240,-5.416255,1
6.659217,-6.463921,3
-4.502313,-5.336591,1
1.922106,-9.081236,0
-3.212459,-5.881136,1
8.894283,-8.673443,3
-2.742282,-4.655258,1
-5.124000,-4.094287,1
3.201429,-8.256778,0
-4.318653,-4.007604,1
-3.945986,-4.839816,1
8.268070,-8.293358,3
7.175212,-8.423682,3
1.776219,-11.155902,0
-3.517891,-4.875550,1
-3.991963,-5.700899,1
2.009638,-10.612188,0
5.265006,2.727332,2
6.436581,3.097168,2
-3.901606,-6.055156,1
8.016597,-9.160680,3
6.027474,-8.682900,3
2.538527,-8.249769,0
4.424938,3.514202,2
3.735196,4.541291,2
-4.604342,-5.613177,1
4.388869,2.476790,2
-2.654735,-4.592311,1
2.512860,-9.384953,0
9.173521,-8.053459,3
8.544392,-8.087328,3
6.487230,-8.557914,3
6.140429,3.029221,2
2.962591,-9.905499,0
4.077762,-6.938542,0
4.995354,-9.785607,0
-3.180348,-6.739288,1
4.104508,-8.016662,0
7.309803,-6.830220,3
3.544671,3.661534,2
3.023299,-9.482748,0
3.658511,3.782915,2
8.429141,-7.222625,3
3.745888,-8.993054,0
7.247122,-8.547604,3
-4.171844,-4.484370,1
1.602567,-10.455290,0
2.589669,-9.969495,0
8.241014,-8.934460,3
7.757069,-8.167718,3
3.407726,-10.678619,0
9.909398,-8.291145,3
-3.707149,-7.351696,1
8.158033,-6.216287,3
7.254389,-6.666838,3
3.321727,-10.851036,0
3.885613,-9.836026,0
3.093937,-8.140072,0
3.973786,4.713135,2
5.458245,2.822661,2
-5.689287,-6.006533,1
8.680155,-7.303984,3
5.355485,4.417051,2
-3.993721,-4.699968,1
-4.250648,-3.906490,1
3.865970,3.989622,2
2.238995,4.136654,2
5.681698,2.967157,2
5.483462,2.756658,2
6.152857,5.372701,2
2.392548,-8.763500,0
4.497607,4.055996,2
-4.813754,-7.195160,1
-4.533698,-5.354825,1
2.046911,-8.556614,0
4.625798,4.574421,2
2.855043,-8.343548,0
2.590600,-8.223103,0
7.331471,-9.569423,3
7.275145,-7.416447,3
8.225552,-7.635857,3
5.131095,3.332451,2
7.190467,-8.639334,3
9.308237,-8.648122,3
7.250778,-8.052919,3
2.431839,-9.867802,0
1.935163,-8.752470,0
2.930832,-9.968506,0
8.198174,-8.525283,3
2.690445,-8.862889,0
-4.475565,-7.424201,1
1.693954,-8.847931,0
7.132543,-8.240240,3
2.568085,-8.357660,0
1.347769,-10.473076,0
6.914629,-9.368215,3
9.899356,-7.196964,3
5.959882,-9.205938,3
4.302976,6.255163,2
-2.904273,-5.162223,1
6.487242,-7.704972,3
1.024808,-8.883686,0
6.511854,3.758288,2
7.973396,-7.464050,3
8.795352,-7.466336,3
2.113109,-11.441509,0
9.041998,-8.189624,3
9.016735,-7.807031,3
-5.881587,-4.922815,1
7.382477,-8.448541,3
6.146149,5.042424,2
4.570842,3.945715,2
8.671832,-6.351184,3
3.077843,-9.002747,0
3.674655,-9.767952,0
-5.321711,-6.821109,1
2.171486,-8.608381,0
2.217502,-8.146644,0
-4.924626,-4.635922,1
9.341113,-7.955425,3
5.946313,6.309828,2
-4.238730,-5.871839,1
-5.466844,-4.592805,1
-4.475776,-5.899923,1
6.618452,-8.956036,3
-5.331131,-6.256744,1
1.657907,-9.378025,0
-4.534387,-5.808234,1
1.899782,-10.778299,0
6.220054,-8.975059,3
-4.319478,-3.428088,1
8.957618,-9.494281,3
2.839720,2.886338,2
8.224099,-8.257449,3
8.627005,-8.323874,3
-3.404437,-6.525612,1
3.764562,1.873564,2
-6.089702,-4.631093,1
7.664780,-9.270026,3
-5.668402,-5.630126,1
8.652500,-7.740957,3
4.654076,2.045547,2
4.587057,2.585575,2
5.039994,3.812709,2
4.273172,-9.417578,0
5.585231,3.188694,2
9.222705,-9.151440,3
4.709426,4.011751,2
2.685125,-9.528775,0
2.182827,-10.245217,0
6.299171,4.872421,2
2.782367,-9.366708,0
3.871541,3.031529,2
4.103829,2.739593,2
3.557474,1.813411,2
4.095975,2.598001,2
8.430997,-6.838694,3
3.977119,2.849660,2
4.170256,3.816822,2
1.295740,-8.392059,0
