confidence,abs_error
0.401733,15.1167
0.403518,18.8427
0.418423,17.139
0.42477,10.5119
0.426902,14.206
0.430436,18.1282
0.433603,4.62138
0.433738,4.33642
0.435285,6.12343
0.435383,22.5525
0.440458,9.98049
0.440793,8.07714
0.441098,7.54429
0.442586,7.68188
0.44334,12.1991
0.444291,9.86317
0.444647,3.38976
0.444751,5.88158
0.445115,5.18312
0.446545,2.57659
0.44797,1.9364
0.448105,12.6148
0.44841,3.46209
0.448519,10.95
0.449078,5.67816
0.450359,3.47636
0.450437,4.97809
0.45066,0.977347
0.451358,6.38291
0.451893,0.017853
0.452255,7.44904
0.453466,15.5135
0.453573,3.69037
0.453577,6.32912
0.453591,1.58724
0.454029,5.68935
0.454722,0.458498
0.455992,5.92838
0.455997,13.9276
0.456297,7.93257
0.45729,11.3158
0.45752,9.38068
0.45753,0.176835
0.457616,7.3093
0.458134,6.07428
0.458261,1.92762
0.458956,11.4617
0.459013,1.40461
0.459066,4.62621
0.459424,5.73825
0.459589,4.4008
0.459835,1.67207
0.459911,4.36328
0.460069,5.94688
0.460125,12.2905
0.460153,11.6667
0.46022,0.0508919
0.460531,5.15289
0.460534,4.14223
0.461256,1.15019
0.461322,2.71441
0.461668,6.1986
0.461678,7.70873
0.461947,5.3833
0.461977,7.93492
0.462038,4.31917
0.462276,3.01284
0.46234,9.94799
0.462441,2.88517
0.462543,7.13768
0.462565,6.74578
0.463182,1.00532
0.46333,1.20898
0.46354,1.08634
0.463621,5.85494
0.46371,1.91195
0.464154,5.72476
0.464802,11.6383
0.464891,3.01095
0.464981,0.592657
0.465315,4.77656
0.465753,5.96354
0.465811,13.8402
0.465923,2.51853
0.466367,4.11389
0.466622,3.03049
0.466848,1.77154
0.466953,7.97824
0.467121,4.01195
0.467138,2.81576
0.467384,1.91436
0.467647,0.983128
0.467889,1.90612
0.467912,4.75413
0.467957,1.93118
0.468016,3.50862
0.468076,1.69014
0.468348,3.0245
0.46843,3.15032
0.468668,3.24988
0.469038,2.29079
0.469068,3.80134
0.469117,6.13302
0.469117,0.234426
0.469476,4.77275
0.469576,1.06814
0.469895,4.13961
0.470257,1.04674
0.470683,5.60965
0.470804,6.93963
0.471242,5.3534
0.471253,12.4086
0.471297,8.4949
0.471461,2.44705
0.471651,2.13072
0.471816,7.83031
0.471855,12.4984
0.471969,3.80453
0.472061,4.69368
0.47208,2.50702
0.472095,3.98724
0.472387,1.20714
0.4725,10.0671
0.472544,3.11069
0.472603,6.49282
0.472623,5.12165
0.472627,8.65853
0.472887,0.744373
0.472894,4.33299
0.472951,1.42818
0.473226,3.35981
0.473258,1.78224
0.473359,2.90102
0.473582,6.70327
0.473594,1.36578
0.473712,1.199
0.47381,1.63098
0.473933,2.51326
0.473949,11.9234
0.474292,0.994374
0.47433,4.55918
0.474373,4.49554
0.474379,0.830707
0.474379,5.64641
0.474592,10.0161
0.4746,4.03733
0.474629,3.08115
0.474639,2.4133
0.474807,11.0556
0.47491,6.86239
0.474975,3.08644
0.475023,0.224337
0.475543,1.2227
0.475545,0.620185
0.475791,0.154886
0.475805,7.05106
0.475823,3.50988
0.476212,4.07275
0.476241,5.30087
0.476248,3.49486
0.476428,4.46794
0.476533,7.373
0.47669,5.4288
0.476714,0.728242
0.476732,9.13941
0.476905,8.53157
0.476958,8.35126
0.476981,8.44549
0.477078,7.40063
0.477199,3.85373
0.477356,6.26946
0.477468,4.98717
0.477504,1.36984
0.477537,4.16285
0.477631,15.7755
0.477635,0.669543
0.477767,6.41891
0.477965,7.73467
0.478027,5.44262
0.478062,0.710792
0.478369,4.17277
0.478424,5.41708
0.478587,2.58501
0.478622,0.0601197
0.478878,5.69874
0.478907,1.10272
0.479039,11.6814
0.479172,6.91259
0.479187,4.72024
0.479431,7.19729
0.479456,5.32616
0.479575,7.65109
0.47969,3.57915
0.479718,7.45223
0.479748,4.43299
0.479795,3.84493
0.479807,5.75558
0.479831,8.29062
0.479873,5.82476
0.479914,7.35368
0.479942,1.02147
0.479949,5.46654
0.480566,6.85561
0.480615,5.29518
0.480627,0.983325
0.480685,9.00758
0.480831,1.83354
0.480997,3.66269
0.481172,4.1818
0.481173,4.62534
0.481344,1.77566
0.481349,4.173
0.481398,5.62257
0.481776,3.79449
0.481862,4.47157
0.481869,8.44601
0.482025,1.13472
0.482064,1.19085
0.482085,0.916607
0.48227,4.11148
0.48237,2.03533
0.482385,1.8333
0.482394,0.334182
0.482416,6.11315
0.482481,0.958791
0.482511,1.57102
0.482659,0.150021
0.482679,1.76688
0.482703,8.96951
0.482709,1.58042
0.482863,4.45224
0.482935,1.93431
0.483004,1.31051
0.483015,4.47432
0.483141,10.0412
0.483149,0.431472
0.483489,3.56206
0.483592,10.4615
0.483649,3.51384
0.483724,5.55818
0.483762,0.356652
0.483781,9.86327
0.483879,2.11865
0.48399,0.494386
0.484006,7.68217
0.484009,2.68092
0.484034,4.56633
0.484189,2.7797
0.484619,4.62952
0.484669,10.4292
0.484718,3.98748
0.484731,2.27821
0.484831,0.560367
0.484907,3.96398
0.485044,3.90593
0.485121,7.70124
0.485167,0.688989
0.485334,0.0383455
0.485345,3.61968
0.485386,1.08542
0.485622,6.68213
0.485756,2.13197
0.48585,7.02593
0.485922,1.89141
0.485983,9.54237
0.485993,6.98933
0.48604,6.06402
0.486149,5.3886
0.486251,0.680723
0.486265,7.34146
0.486275,8.23745
0.486286,3.37701
0.486315,0.689714
0.486399,5.00611
0.486422,1.63065
0.486475,1.03682
0.486479,2.57403
0.486524,5.11393
0.486529,0.462822
0.486582,1.86726
0.486598,4.54912
0.486612,11.1417
0.486649,4.74355
0.486764,1.28568
0.486842,1.34403
0.4869,3.28258
0.486939,2.3391
0.487063,8.95917
0.487098,3.17382
0.487138,4.23894
0.487282,4.4477
0.487292,1.65401
0.4873,0.645351
0.487342,2.75591
0.487395,3.01519
0.487456,8.39507
0.487465,2.51753
0.48748,5.3607
0.48764,2.00786
0.487961,4.15176
0.487997,9.22525
0.487999,8.16621
0.488157,3.60693
0.488192,1.38052
0.488236,3.38627
0.488304,2.12957
0.488365,2.29723
0.488401,12.9344
0.488411,5.8356
0.488639,0.659391
0.48873,2.61663
0.488745,6.38458
0.488857,4.66977
0.488884,0.58843
0.4889,3.28642
0.489265,9.72683
0.489295,2.18091
0.489301,1.0731
0.489312,3.12572
0.489341,3.62571
0.489348,1.09664
0.489383,11.8304
0.489509,2.18397
0.489563,2.39429
0.489565,0.332889
0.489751,6.26473
0.489824,6.03513
0.490051,7.06489
0.490097,1.84118
0.490123,1.30348
0.490217,6.01048
0.490223,4.21125
0.490291,1.98794
0.490314,4.12029
0.490409,2.32015
0.490421,3.24847
0.490516,0.807309
0.490542,3.53747
0.490599,0.68535
0.490664,1.95516
0.490669,6.34196
0.49069,1.40414
0.490726,8.71887
0.490822,6.98753
0.49093,3.39757
0.490984,0.9004
0.491021,2.50896
0.491041,0.450771
0.491114,0.0332516
0.491189,1.49945
0.491408,5.50173
0.49146,4.79832
0.491479,4.41343
0.49148,2.27363
0.491538,2.62806
0.491614,5.05851
0.491741,0.68024
0.491746,6.8002
0.491837,0.277589
0.49185,3.86267
0.491852,4.62953
0.491864,2.34712
0.491894,0.0848793
0.49192,5.07782
0.491951,4.3165
0.491967,4.13547
0.491988,3.6701
0.491994,1.74292
0.492063,4.13581
0.492095,1.02075
0.492183,3.07388
0.492196,4.76679
0.492222,2.03322
0.492236,1.29111
0.492379,0.223778
0.492404,12.0887
0.492436,1.69502
0.49257,2.65987
0.492588,3.20746
0.49259,8.05614
0.492734,1.80352
0.492798,1.22588
0.492869,5.33103
0.492892,2.43378
0.492929,5.64329
0.493031,5.70877
0.493056,3.75104
0.493252,2.739
0.493402,2.66883
0.49345,5.6603
0.493538,2.05033
0.493614,2.08875
0.493792,2.7418
0.493937,1.96959
0.493957,6.33458
0.493959,0.690764
0.494005,9.48581
0.494038,8.70334
0.494069,3.3863
0.494091,2.95074
0.494105,2.33851
0.49412,1.89906
0.494155,1.48562
0.494196,3.1701
0.494278,2.927
0.49435,6.23841
0.49435,2.58325
0.494406,6.57879
0.494443,1.12572
0.494446,1.43755
0.494593,2.18636
0.494629,4.10933
0.494638,3.26609
0.494682,0.564027
0.494751,3.30171
0.494759,8.30194
0.494842,5.58668
0.494854,5.88302
0.494899,2.29943
0.4949,10.1217
0.494912,3.65704
0.494914,3.50139
0.494999,1.67472
0.495003,0.819782
0.495048,0.24729
0.495061,1.67967
0.495185,11.7106
0.495275,8.07929
0.49535,9.26558
0.495371,5.27635
0.495413,4.32132
0.49546,4.01134
0.495468,2.55945
0.495597,1.74268
0.495605,1.53874
0.49568,2.62908
0.495682,0.0509603
0.495701,1.51696
0.495719,0.525532
0.495721,0.101202
0.495764,5.70831
0.495785,2.08846
0.495812,3.8055
0.495849,2.17968
0.49588,2.8499
0.495986,3.66028
0.495991,1.77475
0.496001,3.03433
0.496072,2.1615
0.496087,0.956732
0.496155,7.02584
0.496179,1.62805
0.496187,5.87275
0.496193,4.59542
0.496198,7.07977
0.496234,1.68862
0.496252,4.87571
0.496254,2.67779
0.496342,4.26447
0.496357,6.18296
0.496447,3.16748
0.496496,2.11613
0.496567,3.40096
0.496582,3.55393
0.496666,0.993645
0.496702,0.428729
0.496733,5.05796
0.496774,5.96123
0.496824,2.92295
0.496831,0.78752
0.496865,3.24913
0.496878,3.13588
0.497006,1.56486
0.497027,6.42741
0.497034,5.18202
0.497149,2.77107
0.497182,8.29233
0.497226,6.55991
0.497256,0.602061
0.497315,5.627
0.497332,9.43535
0.497434,1.28652
0.497444,10.4669
0.497459,1.94842
0.497484,0.231807
0.4975,3.52245
0.497674,0.066336
0.497736,2.51224
0.497842,4.40305
0.497857,4.11151
0.497936,2.5103
0.497954,3.25387
0.498005,2.37674
0.498032,1.75003
0.49809,1.46696
0.498153,4.07721
0.498212,1.04849
0.498255,6.81489
0.498451,0.607923
0.498546,0.0919214
0.498657,2.35453
0.49872,0.0055067
0.498754,4.53677
0.498768,2.95227
0.498882,4.92119
0.498963,2.92872
0.49901,2.15376
0.499074,10.7481
0.499148,1.05293
0.499207,6.91759
0.499214,3.20472
0.499225,0.215093
0.499247,0.350545
0.499289,4.52208
0.499334,2.64193
0.499432,2.97018
0.499467,2.56626
0.499504,6.43681
0.499534,4.68567
0.499552,3.42762
0.499586,1.49807
0.499607,0.422996
0.499672,1.69941
0.499687,3.49947
0.499729,1.78892
0.499782,10.5021
0.499858,0.385782
0.499868,5.53752
0.49987,5.45348
0.499997,9.1427
0.500041,8.89122
0.500054,0.681695
0.500151,3.38161
0.500195,2.23733
0.500236,8.28643
0.500263,2.7066
0.500274,5.65425
0.500284,3.2367
0.500348,0.965681
0.500384,1.13807
0.500392,2.38712
0.500396,2.25701
0.500459,8.9097
0.500567,3.20911
0.500578,0.316159
0.500589,0.530669
0.50059,6.05192
0.500617,1.64862
0.500649,0.142687
0.500675,0.787103
0.500702,1.72873
0.500714,3.66848
0.500728,1.0967
0.50073,0.641236
0.500769,2.43116
0.500789,3.56378
0.500795,2.7972
0.500833,4.0051
0.50084,9.75993
0.500845,0.0757523
0.500868,5.68768
0.500922,2.2511
0.500988,0.374022
0.50101,1.11246
0.501058,1.61571
0.501198,0.687745
0.501209,0.354687
0.501239,2.2395
0.501263,3.66598
0.501314,5.73791
0.501318,3.16135
0.50135,3.42104
0.501396,2.62759
0.501413,3.16585
0.501414,2.61038
0.501429,11.7054
0.50144,0.735808
0.501475,2.12643
0.501567,0.43278
0.501609,2.14528
0.50163,2.11817
0.501684,3.31926
0.50176,5.07799
0.501786,1.67533
0.501963,2.13126
0.501992,2.55653
0.501993,6.16205
0.502058,3.99777
0.502082,7.03048
0.502138,2.99341
0.502156,6.08826
0.502319,8.49495
0.502347,1.73058
0.502393,0.630535
0.502447,3.1464
0.502463,2.21077
0.502481,2.43591
0.502497,1.50963
0.502568,2.64013
0.50257,2.99216
0.502578,6.49727
0.502586,0.322066
0.5026,6.21943
0.502645,9.12159
0.502666,1.42033
0.502681,8.79619
0.502689,0.554895
0.502726,1.65202
0.502803,0.263782
0.502841,3.46443
0.5029,3.97837
0.502908,0.73966
0.502916,1.9513
0.502958,0.329329
0.502972,0.247219
0.503011,10.4478
0.503022,4.90701
0.503051,6.37793
0.503058,0.647571
0.503067,1.1736
0.503075,1.06942
0.503079,1.64677
0.503092,1.30692
0.503099,1.40984
0.503134,2.45819
0.503176,8.09985
0.503237,0.290727
0.503255,0.611532
0.503261,1.67834
0.503276,0.0505109
0.503278,5.18309
0.503326,8.00208
0.503367,3.79129
0.503413,0.606482
0.503424,0.741912
0.503452,3.43555
0.503488,2.162
0.503587,3.2218
0.503608,0.456134
0.503609,3.27608
0.503678,13.0729
0.503695,1.2603
0.503705,0.555352
0.503786,1.72038
0.503886,2.47886
0.503937,6.94055
0.503947,2.90318
0.504019,7.34464
0.504026,2.74215
0.504051,3.5123
0.504077,1.48428
0.504228,4.59444
0.504229,12.7775
0.504243,3.35615
0.504269,4.43752
0.504324,2.53804
0.504329,0.729275
0.504417,3.49404
0.504448,0.191073
0.504449,5.86594
0.50447,4.54486
0.504472,2.4047
0.504475,0.0610209
0.504484,0.313789
0.504489,6.12892
0.504496,0.753723
0.504502,1.90828
0.504532,0.277179
0.504549,1.16481
0.504649,5.54515
0.50473,0.584271
0.504779,3.64086
0.504797,4.42653
0.504877,3.87763
0.504935,7.87744
0.504938,4.94831
0.504943,0.862202
0.504953,4.36353
0.504992,7.45531
0.504995,11.1843
0.505014,0.400581
0.505024,3.18348
0.505068,2.16765
0.50509,2.84677
0.505148,2.17593
0.505192,5.6437
0.505313,2.4232
0.505329,8.10741
0.505342,0.322926
0.505345,0.948411
0.505419,1.01595
0.505428,1.23569
0.50547,0.978378
0.5055,1.33141
0.505507,1.58985
0.505529,1.09173
0.505599,4.55879
0.505614,3.19973
0.505628,2.759
0.50563,6.25094
0.505636,0.807598
0.505648,2.97709
0.505694,3.02305
0.505696,0.442063
0.505753,2.43703
0.505772,0.937204
0.505784,3.91151
0.505788,1.33893
0.505794,0.0809092
0.505804,2.09055
0.505827,2.90587
0.505911,5.8487
0.505954,3.46254
0.505971,0.315348
0.505994,2.39913
0.506004,4.20424
0.506009,5.793
0.506016,6.41136
0.506043,4.39381
0.506058,2.67367
0.506064,5.039
0.506132,2.93537
0.506135,2.02658
0.506164,0.98812
0.506168,0.777638
0.506194,2.46704
0.50621,4.0507
0.506311,2.87288
0.506324,3.35574
0.506402,2.51912
0.50648,3.77776
0.506512,12.3908
0.506555,4.99752
0.506559,5.07521
0.506589,2.94185
0.506645,5.01942
0.506673,5.69281
0.506751,3.30561
0.50678,0.324225
0.506787,7.73945
0.506809,0.400803
0.506847,0.488829
0.506868,4.06069
0.506919,1.49802
0.506961,2.01676
0.506987,0.207117
0.507036,3.24418
0.507046,2.00203
0.50706,5.06693
0.507077,2.79088
0.507115,0.73758
0.507134,7.2208
0.507179,1.83143
0.507212,4.64742
0.507214,0.424269
0.50722,9.66593
0.507239,1.21205
0.507242,3.68134
0.507263,9.21801
0.507279,4.20706
0.507279,1.74489
0.507426,3.82356
0.507436,6.30215
0.507468,2.29456
0.50748,4.49299
0.507499,0.537483
0.507509,0.256928
0.507519,3.55087
0.507549,5.32793
0.507568,1.40067
0.507587,3.53431
0.50759,6.6502
0.507602,2.12104
0.507654,5.26482
0.507667,0.157666
0.507667,3.61466
0.507672,2.5033
0.507677,3.30516
0.5077,2.58085
