confidence,abs_error
0.390856,19.9048
0.395969,13.238
0.410299,12.4832
0.410874,17.6542
0.420584,18.8093
0.420666,13.8893
0.423224,4.67832
0.42518,5.32594
0.425367,4.01063
0.426532,20.7646
0.426559,8.90706
0.429213,11.532
0.430388,8.5139
0.431817,8.29007
0.432978,10.1415
0.434168,7.3174
0.434739,8.17477
0.435269,8.591
0.4364,4.87912
0.437668,2.64095
0.438256,5.90883
0.439332,6.92889
0.440099,4.634
0.44031,4.1879
0.440381,11.6379
0.440559,10.8809
0.441552,3.5653
0.441786,1.01207
0.442147,1.41097
0.443206,3.77357
0.443273,14.2805
0.443584,14.8901
0.444584,6.78944
0.444636,12.2278
0.445973,6.61692
0.446324,5.14357
0.446563,8.54808
0.446931,0.0442315
0.447068,3.58851
0.447281,12.8428
0.447311,8.40086
0.447316,12.6099
0.447385,4.06003
0.447526,5.89859
0.447531,7.96576
0.448063,6.62358
0.448343,0.844668
0.448394,10.6359
0.448669,4.74862
0.4488,4.8735
0.4491,5.91448
0.449565,6.98832
0.449617,7.48588
0.449792,0.963617
0.450633,7.10667
0.450984,2.07067
0.451127,7.01702
0.451242,5.12375
0.451319,2.45105
0.451826,6.95814
0.451948,4.38816
0.452007,5.72104
0.452013,0.25885
0.452208,0.535018
0.45228,1.65667
0.452461,3.6694
0.452692,5.27033
0.452759,7.56222
0.45279,6.99108
0.453102,1.79149
0.453115,11.7265
0.453174,10.2047
0.453213,4.8979
0.453266,1.8906
0.453447,2.02945
0.453672,8.91918
0.45374,5.08405
0.453799,4.85054
0.453833,4.31522
0.453986,6.55229
0.454215,1.95959
0.454328,4.39585
0.454623,4.3183
0.454665,13.9299
0.454686,2.88143
0.454723,5.03873
0.454905,7.72912
0.455702,0.673107
0.455713,5.47789
0.45604,4.29304
0.456153,0.350216
0.456526,8.56039
0.456914,3.60788
0.457063,7.13485
0.457351,5.83966
0.45738,2.42523
0.457471,1.72519
0.457992,2.34525
0.458022,2.30095
0.458199,4.22111
0.458515,3.35187
0.458564,8.0067
0.458693,5.39766
0.458726,5.92053
0.45881,0.794362
0.458823,12.9408
0.459241,2.75863
0.459319,1.04368
0.459399,3.10994
0.459441,13.4387
0.459565,2.64049
0.459615,3.38809
0.459684,5.83648
0.459699,2.59657
0.459704,7.29472
0.459845,7.9625
0.459889,7.26921
0.460172,3.84244
0.46026,1.92952
0.46038,3.7988
0.460615,2.0772
0.460734,1.00022
0.460924,7.20643
0.461103,3.27782
0.461165,12.5747
0.461342,4.61955
0.461447,1.37049
0.461735,2.18674
0.46179,0.644875
0.462251,8.3214
0.46229,1.82161
0.462337,4.20032
0.462348,3.08239
0.462378,1.13597
0.462802,0.444686
0.46303,11.9973
0.463039,2.97967
0.463115,3.36728
0.463201,3.4872
0.463224,5.64348
0.463278,9.38226
0.463383,0.347849
0.463503,12.8573
0.463566,2.73634
0.463743,6.51083
0.463815,6.81975
0.463936,5.74784
0.46409,5.89654
0.464137,2.51301
0.464158,5.18576
0.46421,1.01957
0.464434,2.74404
0.464761,2.92373
0.464993,5.21121
0.465021,10.6033
0.465041,0.349184
0.465148,8.48704
0.465212,3.86968
0.465364,0.44702
0.465379,3.32348
0.465459,8.89677
0.465519,2.26867
0.465619,1.91914
0.465727,1.07781
0.466148,9.91073
0.466234,1.80748
0.466364,0.253939
0.466396,3.18732
0.466477,8.12903
0.466603,3.11997
0.466704,8.10547
0.466779,4.43971
0.46684,14.7868
0.466863,6.53724
0.466926,0.750504
0.466984,2.17267
0.467472,6.76645
0.467591,8.3741
0.467968,8.14455
0.468334,7.48784
0.468358,8.23096
0.468462,7.16603
0.468592,0.832863
0.468615,7.67049
0.468645,4.45648
0.468646,3.27527
0.468781,4.4075
0.46918,3.90257
0.469215,7.27026
0.469235,3.26381
0.469245,6.46109
0.469295,4.64456
0.469299,2.16855
0.469383,2.05536
0.469452,7.19925
0.469718,10.5519
0.469752,3.52433
0.46981,1.61911
0.470209,0.0969641
0.470266,5.10072
0.470377,8.52722
0.470386,8.90781
0.470465,6.94638
0.470478,0.552767
0.470528,2.48024
0.470588,11.298
0.47071,0.172489
0.470727,2.39614
0.470735,9.86478
0.471156,4.28758
0.471166,9.2009
0.471237,4.71036
0.471264,2.11591
0.471324,0.514885
0.471658,5.9422
0.471734,10.8465
0.471913,5.20517
0.47193,7.80206
0.472264,0.375393
0.472301,2.84669
0.472318,4.7939
0.47233,9.02168
0.472365,5.08374
0.472556,6.65631
0.472608,1.2642
0.472685,3.58195
0.472901,0.794033
0.473105,0.220411
0.473365,2.4551
0.473371,3.91905
0.473383,0.338252
0.473493,13.1818
0.473493,3.36727
0.473517,1.03187
0.473528,3.83648
0.473568,0.715234
0.473607,6.87759
0.473719,4.0824
0.473728,3.64632
0.473733,6.73641
0.47375,5.74996
0.473877,0.585087
0.474003,1.23222
0.474164,0.761956
0.474188,6.1349
0.474264,1.55231
0.474286,5.94062
0.474338,2.33515
0.474375,1.79434
0.474444,3.10475
0.474458,0.212431
0.474458,6.16053
0.474524,0.414493
0.474607,8.02089
0.474611,5.03557
0.474686,2.74541
0.474766,3.57606
0.474793,2.74017
0.474941,1.78966
0.475311,5.13686
0.475317,7.41754
0.475345,3.45329
0.475404,4.21753
0.475454,0.644352
0.475481,8.4916
0.475493,8.95902
0.475627,1.21067
0.475791,4.1361
0.475898,8.67062
0.476073,8.4649
0.476083,1.56564
0.476192,0.215879
0.476244,4.02929
0.476272,7.61222
0.47631,3.40981
0.476327,8.85148
0.476351,4.86048
0.47636,2.50477
0.476515,4.00744
0.476607,0.319563
0.476678,0.883333
0.476688,0.0596106
0.476868,4.46719
0.476924,4.77145
0.476932,4.9038
0.476949,2.16186
0.476954,2.18328
0.477075,5.30051
0.477159,1.81967
0.47732,4.71998
0.477383,4.47951
0.477477,0.643857
0.477513,1.22088
0.477598,4.50626
0.47793,0.918924
0.478017,4.03835
0.47806,9.31098
0.478089,4.69449
0.478097,1.62912
0.478135,6.63252
0.478152,2.38632
0.478158,6.2065
0.47816,4.07039
0.478163,0.826679
0.478198,4.10317
0.478212,3.30289
0.478468,2.95415
0.478643,2.62124
0.478808,6.17882
0.478983,0.863708
0.479161,2.38523
0.479163,0.519524
0.479392,1.43857
0.479463,2.24949
0.479466,1.34867
0.479467,2.26904
0.479598,4.63594
0.479637,7.59907
0.479666,3.53748
0.479695,1.68998
0.479737,5.92039
0.479793,6.00682
0.479906,3.49089
0.479947,8.53108
0.479977,9.64093
0.479991,4.64426
0.480004,0.39568
0.480012,9.96886
0.480027,2.63405
0.480045,12.4185
0.480059,0.295455
0.48027,5.06385
0.480273,7.60306
0.480276,1.90551
0.480361,3.97331
0.480364,1.46816
0.48041,10.3178
0.480613,1.34243
0.480684,5.0548
0.480808,0.302979
0.480893,1.09209
0.480912,1.57374
0.480943,8.39718
0.480958,2.69679
0.480976,4.87544
0.480977,1.88666
0.480979,3.2263
0.481006,0.819616
0.481052,2.34255
0.481053,6.77779
0.48108,3.49312
0.481087,4.33309
0.481185,1.28957
0.481223,3.79596
0.481343,2.3042
0.481383,5.01564
0.481545,5.49849
0.481667,1.53531
0.481686,2.23903
0.481729,1.68625
0.481789,3.79948
0.481962,1.91333
0.482016,0.670124
0.48204,11.3952
0.482056,2.60264
0.482099,4.1383
0.482137,3.93996
0.482311,0.757395
0.48239,5.44335
0.4824,2.78053
0.482414,7.02888
0.482449,5.93114
0.482471,3.79184
0.482497,3.35176
0.482514,7.41157
0.482515,9.69393
0.482554,1.49306
0.482742,5.63531
0.482759,6.57117
0.482772,2.62106
0.482777,2.73226
0.482803,1.4574
0.482839,8.0953
0.482841,2.61065
0.482853,1.22855
0.482948,3.64783
0.482965,6.81941
0.482972,3.69146
0.482972,3.81331
0.48301,2.72919
0.48301,4.04047
0.483035,6.77554
0.483137,4.78627
0.483154,0.218039
0.483235,1.9937
0.483276,0.121087
0.483285,9.31077
0.483317,2.64112
0.483378,11.3113
0.483468,1.4027
0.483471,0.101217
0.483525,2.06107
0.483554,0.619346
0.483569,2.25824
0.483671,4.23973
0.483848,6.46915
0.483874,0.538281
0.48397,2.85624
