1.394268,-4.749892,-2.249707,-2.767893,37.829566
3.921796,-4.130612,-0.780782,-4.702028,49.965636
-2.813620,0.053553,-4.734640,-3.011623,36.868933
-2.795594,0.892657,3.094305,-4.935012,39.158125
3.058193,1.981394,-1.597495,-3.445205,30.403407
-4.072542,-4.032836,3.474944,1.037260,46.080803
3.071283,2.297318,0.362281,4.731158,34.548369
3.294047,1.185198,3.617069,0.773521,28.413133
2.045718,-4.541756,-2.721017,-2.106120,39.456760
-3.989986,-2.220264,1.356844,-1.351678,26.317493
-1.298190,-2.904930,-2.330222,4.366546,31.199621
-3.288614,2.291268,-3.365975,-1.205446,25.697643
4.895234,1.399998,0.569497,1.846143,31.531231
-2.709519,-4.678998,-1.845470,-2.322591,33.284911
-2.890172,4.429097,3.763676,-1.853221,43.635508
4.145476,-0.411481,-2.351198,-2.533725,25.963877
0.613681,-2.372584,0.845860,3.978229,21.420215
4.975376,0.095263,-4.090906,-4.528836,62.290976
-3.903509,1.274460,2.920794,-0.778400,29.399037
4.961214,0.291143,4.710784,3.607797,60.080029
-4.885190,2.207218,1.817104,0.369703,32.707453
-3.884478,-0.652347,-0.462763,4.538159,41.270147
3.758529,-2.366109,0.005861,-3.213481,34.647603
-2.015552,1.389495,1.089702,-3.471607,15.164637
2.625108,0.393790,2.786265,0.303537,18.051090
-4.805233,4.290986,3.787219,3.316655,67.851286
-1.924859,-4.420748,3.780096,4.469494,59.547490
-4.307875,2.606022,2.658344,-3.716085,48.918575
-0.247176,0.498036,-2.349434,3.724330,17.621870
0.392961,2.299311,-2.988489,-1.882837,19.261493
4.951494,1.498781,-0.618999,0.175758,27.757094
-1.619144,0.883087,-2.698853,-2.797826,18.989252
-4.290069,1.311030,-2.710582,4.054200,45.550536
-2.619954,1.689778,-2.857632,-3.676882,30.018829
4.355142,0.710431,-0.273290,2.846194,27.399828
-4.030692,-0.689488,-0.764214,-0.329753,16.367105
2.290758,1.733645,4.841652,-4.015821,46.337499
3.616725,-2.513437,-3.097911,-0.513865,30.370555
-0.781184,-2.214549,-2.501936,4.232656,23.398502
0.503253,-4.494117,4.992825,3.360276,59.238230
4.689963,4.263670,3.486957,-3.336889,60.396516
-0.989597,-4.413646,-1.210269,4.853088,44.828436
-2.347969,2.840706,-0.449916,-0.769925,23.159708
0.557683,2.184083,-3.452032,-2.032922,19.050556
4.687094,0.791803,0.421952,2.479756,31.644018
0.028504,3.527199,-3.425673,4.607789,46.834386
-4.198885,-3.141750,0.950351,1.752126,32.486121
3.902873,-2.537847,0.945192,1.193815,24.811409
-0.807751,0.836723,0.227827,4.347063,20.928325
-2.613140,-1.042142,1.716902,-2.000029,18.924273
-1.838228,2.518645,-4.274569,-0.417145,37.194957
-4.267393,-2.868457,-2.347996,4.332594,51.528728
3.808642,3.792702,-1.304729,-3.422532,44.037264
1.116778,4.872331,1.539763,-4.921769,48.434829
3.171041,-2.006212,1.633887,4.389300,36.974051
