confidence,abs_error
0.42885,14.2598
0.459388,0.820726
0.462085,5.66452
0.466452,4.76646
0.467793,4.02638
0.467925,5.19101
0.468177,12.6348
0.469224,3.39924
0.471999,5.47802
0.473607,9.53234
0.474727,17.4351
0.476175,0.684
0.477264,3.56442
0.477371,5.97208
0.480218,2.26249
0.482254,4.42026
0.483244,22.6024
0.483519,3.50439
0.483606,0.85447
0.484648,2.08156
0.485018,14.7068
0.486473,1.13096
0.486679,9.27285
0.48748,16.3343
0.48784,6.32499
0.489201,1.00918
0.48935,5.72895
0.489457,7.0057
0.490606,9.49704
0.491147,1.52303
0.491593,8.13383
0.491627,1.00381
0.491706,4.11479
0.491911,2.09797
0.492711,10.8821
0.4931,7.57028
0.493422,4.81765
0.493493,5.64936
0.493561,9.33841
0.493596,6.47199
0.494657,2.17748
0.495701,12.1154
0.496519,1.5794
0.496673,6.0443
0.497441,2.5199
0.498044,12.0644
0.498412,5.5102
0.499025,0.779984
0.499412,3.18581
0.499543,3.89793
0.499614,5.79203
0.499789,0.362821
0.500434,5.82046
0.50059,2.97243
0.500935,5.59481
0.501143,5.06139
0.50252,10.1518
0.503112,6.22053
0.503166,9.59637
0.503381,6.08784
0.503924,4.52402
0.504543,6.92076
0.505567,3.65035
0.50577,12.0436
0.505812,7.04485
0.506308,4.43198
0.506919,1.43558
0.507004,0.435994
0.507023,2.19024
0.507032,0.233079
0.5071,9.32216
0.507105,5.35535
0.507169,5.2991
0.507431,3.09623
0.507605,7.45188
0.507775,1.91691
0.507824,6.67767
0.507942,0.829275
0.508045,5.97393
0.508089,3.85136
0.508531,4.86375
0.508564,6.68951
0.508691,1.77065
0.508696,2.6921
0.508804,6.36483
0.508887,3.00297
0.50896,3.27744
0.509253,5.74588
0.509335,2.69833
0.509423,2.25361
0.509669,8.26051
0.509767,2.46047
0.509841,2.56211
0.510152,3.48419
0.51047,7.66428
0.510495,0.545244
0.510525,0.373143
0.5106,4.88677
0.510673,2.65434
0.510863,4.7137
0.511154,3.16801
0.511306,9.639
0.511452,5.02271
0.511506,3.23955
0.511544,1.25576
0.511989,3.79109
0.512614,3.96263
0.512715,5.60903
0.512912,1.55664
0.513385,2.8095
0.513441,3.86124
0.51386,5.82762
0.513948,5.31151
0.513987,5.09659
0.514164,7.31989
0.514226,17.2882
0.514601,4.08198
0.515136,8.67609
0.515165,6.72177
0.515191,3.22186
0.515511,2.82691
0.515539,0.656764
0.516053,5.22494
0.516126,1.33865
0.516237,1.0709
0.516591,0.0803875
0.516632,8.54759
0.516759,11.8645
0.516916,0.143895
0.517012,2.37632
0.517466,3.59075
0.517515,1.40526
0.517688,4.62692
0.517932,2.10567
0.51847,2.59007
0.518596,5.43493
0.518646,4.45552
0.518727,7.52555
0.518995,3.20428
0.519172,15.8832
0.519179,5.4097
0.519398,5.78548
0.519427,6.52493
0.519441,0.568622
0.519603,1.1801
0.519633,15.2744
0.519711,1.93503
0.519827,8.61221
0.519855,6.83772
0.519977,3.31591
0.520105,9.59138
0.520153,1.17588
0.520167,2.38751
0.52025,3.24436
0.520404,2.59517
0.520407,6.18782
0.520717,5.68553
0.520849,2.19573
0.520864,0.805241
0.521043,4.56422
0.521085,2.48132
0.521229,11.3259
0.521312,2.55069
0.521387,0.756693
0.521638,2.15138
0.521824,4.33379
0.521996,8.07181
0.522124,0.367364
0.522277,1.22084
0.522314,0.529106
0.52239,1.97623
0.522666,9.68512
0.522883,5.16031
0.522979,5.30253
0.523046,1.6223
0.52306,0.767804
0.523237,3.25315
0.523324,6.94145
0.523347,9.39044
0.523689,4.92277
0.523721,11.7752
0.523883,2.0047
0.524219,0.544559
