confidence,abs_error
0.440047,14.912
0.47257,2.77387
0.474732,5.4766
0.476618,8.34363
0.478211,15.8878
0.483434,1.27086
0.48549,11.1668
0.485675,15.5155
0.48855,2.06463
0.490522,5.61236
0.491012,2.23233
0.493869,4.6039
0.496493,5.51094
0.497279,9.80363
0.500252,7.22713
0.500624,5.15904
0.50066,11.6805
0.501199,8.47041
0.501345,2.40717
0.501486,4.56317
0.501547,3.90777
0.503033,10.0192
0.504346,11.2409
0.50449,7.67557
0.504656,0.728147
0.504729,4.09813
0.505025,9.11402
0.505552,0.110432
0.505677,6.88113
0.506544,15.7575
0.506545,12.163
0.507048,0.842502
0.507356,4.34466
0.507771,11.5716
0.508723,0.061998
0.510025,12.3643
0.510398,17.8336
0.511198,23.3069
0.511378,10.154
0.512679,7.23941
0.512737,2.26551
0.512751,0.688047
0.512847,8.24362
0.512859,0.613894
0.512866,3.88351
0.513026,5.08686
0.513394,5.11426
0.513778,9.3279
0.514327,13.4357
0.515309,1.83711
0.515942,8.4315
0.515976,4.95348
0.516769,4.66437
0.517864,0.82436
0.518109,8.89584
0.518346,1.10952
0.518377,4.27351
0.518553,6.42291
0.518563,4.1299
0.518658,14.7625
0.519441,1.05025
0.520238,13.738
0.520359,2.62486
0.520997,10.1231
0.521235,7.72814
0.521389,7.04549
0.521794,2.6197
0.521883,8.28007
0.522084,0.894951
0.522115,9.13877
0.522176,3.62168
0.522182,9.66886
0.522649,4.05456
0.522869,2.86554
0.523083,6.55189
0.523844,0.343757
0.52388,3.76346
0.523972,2.90522
0.524032,2.30968
0.524233,4.1549
0.525189,16.2376
0.525268,1.09801
0.525324,0.261174
0.525894,1.07672
0.526177,2.99844
0.526477,6.69806
0.526824,2.65036
0.527092,5.01907
0.528209,4.29994
0.528449,0.174551
0.528488,3.0174
0.528708,1.54835
0.528737,1.15276
0.529274,8.53363
0.529457,18.4377
0.530571,15.3569
0.53091,0.842203
0.531316,11.7053
0.53132,13.0209
0.531501,2.30036
0.531573,9.18384
0.531655,5.76459
0.532643,3.84651
0.532736,15.2008
0.5328,4.07666
0.53339,2.82535
0.533391,2.17819
0.533475,8.55329
0.53348,4.82977
0.533951,7.39042
0.534487,16.3459
0.534489,2.12169
0.534822,5.81441
0.534908,8.75265
0.535292,0.120203
0.535796,5.37026
0.536319,2.48801
0.536649,2.21691
0.53669,6.07275
0.536705,3.06827
0.536739,0.499408
0.537457,7.33887
0.537465,3.52148
0.537483,3.51178
0.537965,2.98877
0.538113,4.32965
0.538189,2.13541
0.538261,10.9165
0.5383,6.77052
0.538342,2.25409
0.538351,5.16825
0.538492,9.05557
0.538561,12.5276
0.538753,15.5534
0.539268,9.04597
0.539304,12.5758
0.539453,6.76697
0.539502,6.44545
0.539895,11.9713
0.539956,0.741286
0.539956,3.08338
0.540406,1.6367
0.540589,6.68834
0.540658,18.384
0.540775,2.68958
0.540989,1.01976
0.541181,1.8123
0.54129,6.47069
0.5415,13.676
0.541561,7.45567
0.541613,8.73937
0.54162,3.45615
0.541794,15.4063
0.542077,10.4537
0.542853,0.403495
0.54319,11.9206
0.54324,11.8613
0.543405,15.9073
0.543458,7.04515
0.543478,1.6342
0.543659,2.64911
0.54368,1.04044
0.543712,7.00514
0.543768,8.14785
0.543986,1.24858
0.54401,5.898
0.544113,0.533489
0.544148,0.187795
0.544176,5.70039
0.544711,8.12475
0.544834,0.638845
0.544989,3.85782
0.545029,1.00626
0.545155,2.9308
0.545337,2.26807
0.545605,2.31997
0.545745,1.38693
0.54579,4.62342
0.545895,1.66419
0.545924,4.13232
0.546083,4.16903
0.546142,3.4935
0.546187,4.75192
0.546405,2.83046
0.546447,9.44893
0.546869,4.94401
0.546882,5.61624
0.546884,3.29117
0.546955,8.92554
0.546993,6.39004
0.547134,7.11426
0.547151,6.11798
0.547253,7.87438
0.547501,9.33455
0.547554,4.37486
0.547607,1.39299
0.547632,5.60876
0.547809,2.02537
0.548006,5.04541
0.548108,4.12709
0.548195,3.00701
0.54838,6.87789
0.548403,9.09355
0.548487,0.199447
0.548536,9.60238
0.548853,10.5187
0.548875,2.78662
0.548992,8.6391
0.549021,0.04202
0.54913,5.30046
0.549157,6.0391
0.549479,1.82932
0.549515,6.02497
0.54963,0.665391
0.549745,0.800626
0.549806,8.58435
0.550039,4.97756
0.550077,5.77588
0.550175,9.06541
0.550211,7.83117
0.550322,7.79671
0.550431,5.19084
0.550589,0.969409
0.550704,3.02328
0.550902,3.79423
0.551028,2.54646
0.551103,6.2888
0.551361,6.88731
0.551487,3.03837
0.551563,2.19578
0.551582,1.44028
0.551668,8.95978
0.551854,1.90711
0.551873,10.8281
0.552121,2.60031
0.552224,2.83935
0.552298,7.8615
0.552302,2.56553
0.552357,5.28969
0.552413,6.3341
0.55263,1.44211
0.552693,14.0158
0.552763,5.92402
0.552769,0.938627
0.552789,7.70876
0.552899,4.97351
0.553053,3.98983
0.55315,6.49194
0.553282,14.328
0.553368,1.91014
0.553537,4.14419
0.553619,6.91834
0.553852,3.00938
0.553893,6.85977
0.553919,5.04677
0.55434,5.42353
0.554564,2.78269
0.555058,2.0345
0.55506,3.15589
0.555127,4.31469
0.555257,6.50752
0.555472,1.98166
0.555514,13.192
0.555605,1.29176
0.555645,10.4844
0.555678,7.0528
0.555749,3.00675
0.55583,4.22856
0.555832,0.711728
0.555846,4.51226
0.556022,5.36602
0.556084,3.31943
0.556215,10.3751
0.556224,0.390126
0.556289,1.15343
0.556356,0.593582
0.55636,6.82746
0.556423,2.46743
0.556592,6.75554
0.556673,5.68172
0.556798,6.71467
0.557084,8.98359
0.557153,4.42183
0.557161,3.32703
0.557261,0.355682
0.557416,3.68211
0.557474,2.52381
0.557498,3.15939
0.557545,0.014167
0.557672,9.96048
0.557713,6.70999
0.557774,7.25863
0.557819,2.87943
0.557819,6.35678
0.557834,10.2436
0.557913,1.3713
0.557947,0.283573
0.558,6.22317
0.558021,9.61102
0.558209,7.53265
0.558222,4.2585
0.558513,0.330912
0.558589,5.71095
0.558675,7.89105
0.559066,4.56577
0.559089,6.83101
0.559122,2.589
0.559178,0.985002
0.559383,4.67375
0.559536,0.081274
0.559607,3.29778
0.55996,7.04702
0.560347,10.2283
0.560417,2.81286
0.560551,6.18896
0.560579,0.316522
0.56071,13.2141
0.560764,2.14844
0.56085,10.1716
0.560896,4.9154
0.560965,3.13752
0.560982,9.16231
0.561074,6.31467
0.561107,3.20062
0.561258,3.19724
0.561328,2.28031
0.561336,3.61209
0.561436,14.4731
0.561456,3.44349
0.56153,0.287536
0.56155,5.90479
0.561567,0.242258
0.561686,6.5404
0.561711,8.53894
0.561794,4.82053
0.561849,1.17587
0.562115,4.00385
0.562119,3.82005
0.562137,0.91878
0.562292,7.05991
0.562484,2.77123
0.562555,10.8922
0.56261,8.80004
0.562624,14.5458
0.562689,0.408118
0.562928,4.65855
0.562949,5.23458
0.562972,9.62751
0.563195,2.94485
0.563204,4.92211
0.563227,1.45843
0.563454,0.395142
0.563476,5.59815
0.563523,0.594479
0.563524,2.39279
0.563573,0.412794
0.563639,10.2403
0.563762,6.0265
0.563854,1.56731
0.563864,7.44477
0.563938,6.54226
0.564046,4.38297
0.564053,3.66417
0.564066,2.76876
0.564073,5.94872
0.564081,7.47604
0.564083,4.8215
0.564118,2.9646
0.56416,1.28569
0.564353,2.11197
0.564368,3.01857
0.564385,3.20298
0.564499,4.46505
0.564665,2.3926
0.564691,4.44911
0.564794,1.68068
0.564921,7.70791
0.565052,0.41462
0.565166,2.85431
0.565203,8.21479
0.565314,4.11727
0.565341,0.18328
0.565371,2.68733
0.565503,5.80229
0.565591,2.45602
0.565656,4.60854
0.565663,2.035
0.565735,0.341075
0.565867,2.2367
0.565941,8.8926
0.566065,2.15113
0.566115,9.46193
0.56612,9.11423
0.566287,5.17098
0.56629,9.78337
0.566307,6.80065
0.566327,5.73251
0.566405,1.81781
0.56642,5.96062
0.566488,3.58771
0.566627,3.79535
0.56668,0.920595
0.567122,1.03255
0.567125,6.76318
0.567159,3.74905
0.567166,4.64472
0.567193,0.253096
0.567208,2.64762
0.567264,0.095449
0.567473,3.83519
0.567538,6.00735
0.567684,7.87714
0.567729,0.903727
0.567826,0.131544
0.56785,5.92082
0.567852,2.97789
0.567936,1.57414
0.568031,10.5367
0.56807,3.41065
0.568072,5.98581
0.568082,0.689664
0.568133,0.487193
0.568159,10.6344
0.568271,15.0341
0.568565,7.78183
0.568576,2.67314
0.568723,8.58465
0.568761,1.27274
0.56877,7.45185
0.568842,2.00843
0.56888,6.73453
0.568967,10.1782
0.569012,13.2101
0.569027,3.71227
0.569153,2.11335
0.569158,5.22745
0.569189,8.54039
0.569263,4.95392
0.569289,1.0682
0.569327,8.06697
0.569412,2.88065
0.569471,7.15545
0.569482,0.241955
0.569514,0.37709
0.569765,4.55007
0.569768,1.42372
0.569796,7.25847
0.5699,0.0343
0.570005,0.599228
0.570011,3.96723
0.570017,2.69838
0.570049,0.228274
0.570062,0.729493
0.570143,9.19726
0.570192,1.78463
0.570192,4.40883
0.570254,1.36294
0.570272,4.5923
0.570283,2.32711
0.570305,15.9536
0.570317,13.7346
0.570747,5.65702
0.570977,0.499478
0.571033,2.61709
0.571242,1.18553
0.571317,12.631
0.571321,0.264161
0.571405,5.5162
0.571452,0.734051
0.571475,0.734786
0.571502,2.02436
0.571532,9.59783
0.571647,14.1811
0.571685,9.73445
0.571694,3.91523
0.571698,9.3089
0.571704,3.74282
0.57171,2.23104
0.571834,6.28346
0.571857,5.63451
0.572104,0.544671
0.572192,6.00035
0.572197,3.94506
0.572251,5.82455
0.572257,1.54002
0.572263,3.66999
0.572307,1.36844
0.572395,5.31132
0.572402,6.84566
0.572457,1.18129
0.572464,0.864339
0.572489,12.7454
0.57253,10.4171
0.57269,0.020554
0.572746,2.89261
0.572915,0.409487
0.572956,3.16526
0.572985,0.498666
0.573084,1.42452
0.573106,4.69348
0.57314,8.13786
0.57319,0.089143
0.573201,6.3862
0.573212,14.3185
0.573247,4.39324
0.573339,3.33294
0.573368,2.81465
0.573402,3.3672
0.573471,12.9658
0.57349,0.185038
0.573544,2.40151
0.573822,0.929704
0.573832,11.9436
0.573843,9.12309
0.573889,4.91321
0.573897,2.16343
0.574029,10.7454
0.574067,0.605604
0.574073,1.19548
0.57408,9.57049
0.574126,2.47537
0.574232,18.6477
0.574331,8.86973
0.574419,4.50669
0.574464,5.74735
0.574465,5.7624
0.574485,3.23789
0.574622,5.29384
0.57472,6.25992
0.574808,1.25345
0.574848,7.34657
0.574854,1.29323
0.574921,6.73225
0.57493,1.96725
0.574975,1.33864
0.575026,2.93784
0.575112,1.36844
0.575126,2.43314
0.575228,0.360402
0.57523,10.2688
0.575286,9.30974
0.57547,0.041105
0.575483,3.65767
0.575506,3.1388
0.575614,2.11661
0.575752,2.81992
0.575781,2.78205
0.575821,3.42212
0.575827,3.48505
0.576022,3.71245
0.576058,7.47049
0.576067,2.80813
0.576122,10.6599
0.576133,2.76535
0.57623,7.87282
0.576269,12.4463
0.576431,1.84243
0.576433,4.78658
0.576435,0.147486
0.576857,10.9264
0.577081,9.44412
0.577156,9.75153
0.577212,10.6483
0.57725,0.417408
0.577286,10.5238
0.577334,3.38284
0.57739,1.72782
0.577411,5.24729
0.577547,0.120587
0.577565,16.2094
0.577586,7.28359
0.577602,4.53177
0.578024,1.24072
0.578076,7.37936
0.578225,8.77876
0.578229,0.224596
0.578388,6.11291
0.57839,1.80143
0.578419,0.18987
0.578489,8.35136
0.578512,13.0801
0.578524,0.462959
0.578533,2.24024
0.578576,14.2825
0.578635,2.00099
0.578651,2.28282
0.578662,7.07231
0.578698,1.16077
0.578718,3.44441
0.578738,3.65738
0.57874,4.26817
0.578746,0.576562
0.578775,3.04681
0.578843,0.37606
0.578875,3.63539
0.578933,8.12825
0.578988,3.23705
0.57902,10.1036
0.579127,12.6295
0.579275,1.28679
0.579313,6.49775
0.579379,5.18146
0.579496,0.074198
0.579514,5.062
0.579562,6.33907
0.579573,4.8287
0.57962,4.21314
